Telstra ID,Ticket Type,Cycle Status,Service,Assignment Group,Reporting Region,Priority,CEC,Open Date Time,Assignee,Resolved/Closed Date,Category,Status,Parent ID,Site Name,Update Time,Known Error
Serv-0100,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,3,9GF,10/7/2022,Jane Doe,,Service Request,Open,,Site Name 103,28/07/2022 00:00,
Serv-0101,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD75,11/7/2022,John.Doe@domain.com,9/10/2022 12:29,Service Request,Closed,,Site Name 104,09/10/2022 12:29,
Serv-0102,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX68,11/7/2022,Jane Doe,9/10/2022 12:29,Service Request,Closed,,Site Name 103,09/10/2022 12:29,
Serv-0103,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,5AD,11/7/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 102,14/07/2022 00:00,
Serv-0104,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,5AD,11/7/2022,Jane Doe,10/10/2022 0:29,Service Request,Closed,,,10/10/2022 00:29,
Serv-0105,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX68,12/7/2022,Jane.Doe@domain.com,,Service Request,Open,,,23/07/2022 00:00,
Serv-0106,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,JD75,12/7/2022,Jane Doe,10/10/2022 17:17,Service Request,Closed,,,10/10/2022 17:17,
Serv-0107,Service Request,Suspended,Voice,PROCESS VOICE SERVICES,,4,9GF,12/7/2022,,,Service Request,Open,,0,15/07/2022 00:00,
Serv-0108,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,4,ZX2,12/7/2022,,,Service Request,Open,,0,23/07/2022 00:00,
Serv-0109,Service Request,Suspended,Video,PROCESS VIDEO SERVICES,,2,ZX2,13/7/2022,Jane.Doe@domain.com,11/10/2022 11:17,Service Request,Closed,,Site Name 103,11/10/2022 11:17,
Serv-0110,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD75,13/7/2022,Jane Doe,,Service Request,Open,,Site Name 104,15/07/2022 00:00,
Serv-0111,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,3,5AD,13/7/2022,Jane.Doe@domain.com,11/10/2022 17:17,Service Request,Closed,,Site Name 105,11/10/2022 17:17,
Serv-0112,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,4,ZX2,13/7/2022,Jane Doe,10/10/2022 12:29,Service Request,Closed,,Site Name 104,10/10/2022 12:29,
Serv-0113,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,3,JD75,14/7/2022,,,Service Request,Open,,Site Name 103,21/07/2022 00:00,
Serv-0114,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX2,14/7/2022,,11/10/2022 0:29,Service Request,Closed,,,11/10/2022 00:29,
Serv-0115,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,9GF,14/7/2022,John Doe,,Service Request,Open,,,21/07/2022 00:00,
Serv-0116,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,3,JD76,14/7/2022,Jane.Doe@domain.com,10/10/2022 12:29,Service Request,Closed,,,10/10/2022 12:29,
Serv-0117,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX69,15/7/2022,Jane Doe,10/10/2022 12:29,Service Request,Closed,,0,10/10/2022 12:29,
Serv-0118,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,3,5AD,15/7/2022,John.Doe@domain.com,,Service Request,Open,,0,01/08/2022 00:00,
Serv-0119,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,2,5AD,15/7/2022,Jane Doe,11/10/2022 0:29,Service Request,Closed,,Site Name 104,11/10/2022 00:29,
Serv-0120,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX69,15/7/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 105,24/07/2022 00:00,
Serv-0121,Service Request,Suspended,Video,PROCESS VOICE SERVICES,,3,JD76,16/7/2022,Jane Doe,11/10/2022 17:17,Service Request,Closed,,Site Name 106,11/10/2022 17:17,
Serv-0122,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,3,9GF,16/7/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 105,21/07/2022 00:00,
Serv-0123,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,4,ZX2,16/7/2022,Jane Doe,,Service Request,Open,,Site Name 104,22/07/2022 00:00,
Serv-0124,Service Request,Closed,Video,PROCESS VOICE SERVICES,,2,ZX2,16/7/2022,,12/10/2022 11:17,Service Request,Closed,,,12/10/2022 11:17,
Serv-0125,Service Request,Suspended,Voice,PROCESS VIDEO SERVICES,,4,JD76,17/7/2022,,,Service Request,Open,,,18/07/2022 00:00,
Serv-0126,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,5AD,17/7/2022,Jane.Doe@domain.com,12/10/2022 17:17,Service Request,Closed,,,12/10/2022 17:17,
Serv-0127,Service Request,Suspended,Video,PROCESS VIDEO SERVICES,,,ZX2,17/7/2022,Jane Doe,11/10/2022 12:29,Service Request,Closed,,0,11/10/2022 12:29,
Serv-0128,Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,4,JD76,17/7/2022,Jane.Doe@domain.com,,Service Request,Open,,0,27/07/2022 00:00,
Serv-0129,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,18/7/2022,Jane Doe,12/10/2022 0:29,Service Request,Closed,,Site Name 105,12/10/2022 00:29,
Serv-0130,Service Request,Closed,Video,PROCESS VOICE SERVICES,,4,9GF,18/7/2022,,,Service Request,Open,,Site Name 106,03/08/2022 00:00,
Serv-0131,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,3,JD77,18/7/2022,,11/10/2022 12:29,Service Request,Closed,,Site Name 107,11/10/2022 12:29,
Serv-0132,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX70,18/7/2022,John Doe,11/10/2022 12:29,Service Request,Closed,,Site Name 106,11/10/2022 12:29,
Serv-0133,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,4,5AD,19/7/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 105,10/08/2022 00:00,
Serv-0134,Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,4,5AD,19/7/2022,Jane Doe,12/10/2022 0:29,Service Request,Closed,,,12/10/2022 00:29,
Serv-0135,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX70,19/7/2022,John.Doe@domain.com,,Service Request,Open,,,25/07/2022 00:00,
Serv-0136,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,3,JD77,19/7/2022,Jane Doe,12/10/2022 17:17,Service Request,Closed,,,12/10/2022 17:17,
Serv-0137,Service Request,Suspended,Voice,PROCESS VOICE SERVICES,,2,9GF,20/7/2022,Jane.Doe@domain.com,,Service Request,Open,,0,08/08/2022 00:00,
Serv-0138,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX2,20/7/2022,Jane Doe,,Service Request,Open,,0,21/07/2022 00:00,
Serv-0139,Service Request,Suspended,Video,PROCESS VOICE SERVICES,,,ZX2,20/7/2022,Jane.Doe@domain.com,13/10/2022 11:17,Service Request,Closed,,Site Name 106,13/10/2022 11:17,
Serv-0140,Service Request,Closed,Voice,PROCESS VOICE SERVICES,,2,JD77,20/7/2022,Jane Doe,,Service Request,Open,,Site Name 107,29/07/2022 00:00,
Serv-0141,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,3,5AD,21/7/2022,,13/10/2022 17:17,Service Request,Closed,,Site Name 108,13/10/2022 17:17,
Serv-0142,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,ZX2,21/7/2022,,12/10/2022 12:29,Service Request,Closed,,Site Name 107,12/10/2022 12:29,
Serv-0143,Service Request,Suspended,Voice,PROCESS VIDEO SERVICES,,4,JD77,21/7/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 106,24/07/2022 00:00,
Serv-0144,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX2,21/7/2022,Jane Doe,13/10/2022 0:29,Service Request,Closed,,,13/10/2022 00:29,
Serv-0145,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,2,9GF,22/7/2022,Jane.Doe@domain.com,,Service Request,Open,,,13/08/2022 00:00,
Serv-0146,Service Request,Closed,Voice,PROCESS VOICE SERVICES,,2,JD78,22/7/2022,Jane Doe,12/10/2022 12:29,Service Request,Closed,,,12/10/2022 12:29,
Serv-0147,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX71,22/7/2022,,12/10/2022 12:29,Service Request,Closed,,0,12/10/2022 12:29,
Serv-0148,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,4,5AD,22/7/2022,,,Service Request,Open,,0,13/08/2022 00:00,
Serv-0149,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,3,5AD,23/7/2022,John Doe,13/10/2022 0:29,Service Request,Closed,,Site Name 107,13/10/2022 00:29,
Serv-0150,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX71,23/7/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 108,11/08/2022 00:00,
Serv-0151,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,JD78,23/7/2022,Jane Doe,13/10/2022 17:17,Service Request,Closed,,Site Name 109,13/10/2022 17:17,
Serv-0152,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,3,9GF,23/7/2022,John.Doe@domain.com,,Service Request,Open,,Site Name 108,09/08/2022 00:00,
Serv-0153,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,4,ZX2,24/7/2022,Jane Doe,,Service Request,Open,,Site Name 107,08/08/2022 00:00,
Serv-0154,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,3,ZX2,24/7/2022,Jane.Doe@domain.com,14/10/2022 11:17,Service Request,Closed,,,14/10/2022 11:17,
Serv-0155,Service Request,Suspended,Voice,PROCESS VOICE SERVICES,,2,JD78,24/7/2022,Jane Doe,,Service Request,Open,,,08/08/2022 00:00,
Serv-0156,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,2,5AD,24/7/2022,Jane.Doe@domain.com,14/10/2022 17:17,Service Request,Closed,,,14/10/2022 17:17,
Serv-0157,Service Request,Suspended,Video,PROCESS VIDEO SERVICES,,3,ZX2,25/7/2022,Jane Doe,13/10/2022 12:29,Service Request,Closed,,0,13/10/2022 12:29,
Serv-0158,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,3,JD78,25/7/2022,,,Service Request,Open,,0,31/07/2022 00:00,
Serv-0159,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX2,25/7/2022,,14/10/2022 0:29,Service Request,Closed,,Site Name 108,14/10/2022 00:29,
Serv-0160,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,2,9GF,25/7/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 109,03/08/2022 00:00,
Serv-0161,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD79,26/7/2022,Jane Doe,13/10/2022 12:29,Service Request,Closed,,Site Name 110,13/10/2022 12:29,
Serv-0162,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX72,26/7/2022,Jane.Doe@domain.com,13/10/2022 12:29,Service Request,Closed,,Site Name 109,13/10/2022 12:29,
Serv-0163,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,5AD,26/7/2022,Jane Doe,,Service Request,Open,,Site Name 108,16/08/2022 00:00,
Serv-0164,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,4,5AD,26/7/2022,,14/10/2022 0:29,Service Request,Closed,,,14/10/2022 00:29,
Serv-0165,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX72,27/7/2022,,,Service Request,Open,,,19/08/2022 00:00,
Serv-0166,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,4,JD79,27/7/2022,John Doe,14/10/2022 17:17,Service Request,Closed,,,14/10/2022 17:17,
Serv-0167,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,3,9GF,27/7/2022,Jane.Doe@domain.com,,Service Request,Open,,0,10/08/2022 00:00,
Serv-0168,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX2,27/7/2022,Jane Doe,,Service Request,Open,,0,13/08/2022 00:00,
Serv-0169,Service Request,Suspended,Video,PROCESS VOICE SERVICES,,4,ZX2,28/7/2022,John.Doe@domain.com,15/10/2022 11:17,Service Request,Closed,,Site Name 109,15/10/2022 11:17,
Serv-0170,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,4,JD79,28/7/2022,Jane Doe,,Service Request,Open,,Site Name 110,15/08/2022 00:00,
Serv-0171,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,2,5AD,28/7/2022,Jane.Doe@domain.com,15/10/2022 17:17,Service Request,Closed,,Site Name 111,15/10/2022 17:17,
Serv-0172,Service Request,Closed,Video,PROCESS VOICE SERVICES,,3,ZX2,28/7/2022,Jane Doe,14/10/2022 12:29,Service Request,Closed,,Site Name 110,14/10/2022 12:29,
Serv-0173,Service Request,Suspended,Voice,PROCESS VIDEO SERVICES,,2,JD79,29/7/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 109,12/08/2022 00:00,
Serv-0174,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX2,29/7/2022,Jane Doe,15/10/2022 0:29,Service Request,Closed,,,15/10/2022 00:29,
Serv-0175,Service Request,Suspended,Video,PROCESS VIDEO SERVICES,,,9GF,29/7/2022,,,Service Request,Open,,,16/08/2022 00:00,
Serv-0176,Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,2,JD80,29/7/2022,,14/10/2022 12:29,Service Request,Closed,,,14/10/2022 12:29,
Serv-0177,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX73,30/7/2022,Jane.Doe@domain.com,14/10/2022 12:29,Service Request,Closed,,0,14/10/2022 12:29,
Serv-0178,Service Request,Closed,Video,PROCESS VOICE SERVICES,,2,5AD,30/7/2022,Jane Doe,,Service Request,Open,,0,22/08/2022 00:00,
Serv-0179,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,4,5AD,30/7/2022,Jane.Doe@domain.com,15/10/2022 0:29,Service Request,Closed,,Site Name 110,15/10/2022 00:29,
Serv-0180,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX73,30/7/2022,Jane Doe,,Service Request,Open,,Site Name 111,13/08/2022 00:00,
Serv-0181,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,2,JD80,31/7/2022,,15/10/2022 17:17,Service Request,Closed,,Site Name 112,15/10/2022 17:17,
Serv-0182,Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,2,9GF,31/7/2022,,,Service Request,Open,,Site Name 111,12/08/2022 00:00,
Serv-0183,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX2,31/7/2022,John Doe,,Service Request,Open,,Site Name 110,05/08/2022 00:00,
Serv-0184,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,4,ZX2,31/7/2022,Jane.Doe@domain.com,16/10/2022 11:17,Service Request,Closed,,,16/10/2022 11:17,
Serv-0185,Service Request,Suspended,Voice,PROCESS VOICE SERVICES,,3,JD80,1/8/2022,Jane Doe,,Service Request,Open,,,12/08/2022 00:00,
Serv-0186,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,5AD,1/8/2022,John.Doe@domain.com,16/10/2022 17:17,Service Request,Closed,,,16/10/2022 17:17,
Serv-0187,Service Request,Suspended,Video,PROCESS VOICE SERVICES,,,ZX2,1/8/2022,Jane Doe,15/10/2022 12:29,Service Request,Closed,,0,15/10/2022 12:29,
Serv-0188,Service Request,Closed,Voice,PROCESS VOICE SERVICES,,3,JD80,1/8/2022,Jane.Doe@domain.com,,Service Request,Open,,0,18/08/2022 00:00,
Serv-0189,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX2,2/8/2022,Jane Doe,16/10/2022 0:29,Service Request,Closed,,Site Name 111,16/10/2022 00:29,
Serv-0190,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,3,9GF,2/8/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 112,08/08/2022 00:00,
Serv-0191,Service Request,Suspended,Voice,PROCESS VIDEO SERVICES,,2,JD81,2/8/2022,Jane Doe,15/10/2022 12:29,Service Request,Closed,,Site Name 113,15/10/2022 12:29,
Serv-0192,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,2,ZX74,2/8/2022,,15/10/2022 12:29,Service Request,Closed,,Site Name 112,15/10/2022 12:29,
Serv-0193,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,3,5AD,3/8/2022,,,Service Request,Open,,Site Name 111,25/08/2022 00:00,
Serv-0194,Service Request,Closed,Voice,PROCESS VOICE SERVICES,,3,5AD,3/8/2022,Jane.Doe@domain.com,16/10/2022 0:29,Service Request,Closed,,,16/10/2022 00:29,
Serv-0195,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX74,3/8/2022,Jane Doe,,Service Request,Open,,,18/08/2022 00:00,
Serv-0196,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,JD81,3/8/2022,Jane.Doe@domain.com,16/10/2022 17:17,Service Request,Closed,,,16/10/2022 17:17,
Serv-0197,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,4,9GF,4/8/2022,Jane Doe,,Service Request,Open,,0,15/08/2022 00:00,
Serv-0198,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX2,4/8/2022,,,Service Request,Open,,0,12/08/2022 00:00,
Serv-0199,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,ZX2,4/8/2022,,17/10/2022 11:17,Service Request,Closed,,Site Name 112,17/10/2022 11:17,
Serv-0200,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,4,JD81,4/8/2022,John Doe,,Service Request,Open,,Site Name 113,21/08/2022 00:00,
Serv-0201,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,2,5AD,5/8/2022,Jane.Doe@domain.com,17/10/2022 17:17,Service Request,Closed,,Site Name 114,17/10/2022 17:17,
Serv-0202,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,4,ZX2,5/8/2022,Jane Doe,16/10/2022 12:29,Service Request,Closed,,Site Name 113,16/10/2022 12:29,
Serv-0203,Service Request,Suspended,Voice,PROCESS VOICE SERVICES,,3,JD81,5/8/2022,John.Doe@domain.com,,Service Request,Open,,Site Name 112,06/08/2022 00:00,
Serv-0204,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX2,5/8/2022,Jane Doe,17/10/2022 0:29,Service Request,Closed,,,17/10/2022 00:29,
Serv-0205,Service Request,Suspended,Video,PROCESS VIDEO SERVICES,,4,9GF,6/8/2022,Jane.Doe@domain.com,,Service Request,Open,,,11/08/2022 00:00,
Serv-0206,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,4,JD82,6/8/2022,Jane Doe,16/10/2022 12:29,Service Request,Closed,,,16/10/2022 12:29,
Serv-0207,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,2,ZX75,6/8/2022,Jane.Doe@domain.com,16/10/2022 12:29,Service Request,Closed,,0,16/10/2022 12:29,
Serv-0208,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,3,5AD,6/8/2022,Jane Doe,,Service Request,Open,,0,08/08/2022 00:00,
Serv-0209,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,2,5AD,7/8/2022,,17/10/2022 0:29,Service Request,Closed,,Site Name 113,17/10/2022 00:29,
Serv-0210,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX75,7/8/2022,,,Service Request,Open,,Site Name 114,30/08/2022 00:00,
Serv-0211,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,JD82,7/8/2022,Jane.Doe@domain.com,17/10/2022 17:17,Service Request,Closed,,Site Name 115,17/10/2022 17:17,
Serv-0212,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,9GF,7/8/2022,Jane Doe,,Service Request,Open,,Site Name 114,17/08/2022 00:00,
Serv-0213,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX2,8/8/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 113,19/08/2022 00:00,
Serv-0214,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,2,ZX2,8/8/2022,Jane Doe,18/10/2022 11:17,Service Request,Closed,,,18/10/2022 11:17,
Serv-0215,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD82,8/8/2022,,,Service Request,Open,,,09/08/2022 00:00,
Serv-0216,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,5AD,8/8/2022,,18/10/2022 17:17,Service Request,Closed,,,18/10/2022 17:17,
Serv-0217,Service Request,Suspended,Video,PROCESS VOICE SERVICES,,2,ZX2,9/8/2022,John Doe,17/10/2022 12:29,Service Request,Closed,,0,17/10/2022 12:29,
Serv-0218,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD82,9/8/2022,Jane.Doe@domain.com,,Service Request,Open,,0,21/08/2022 00:00,
Serv-0219,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX2,9/8/2022,Jane Doe,18/10/2022 0:29,Service Request,Closed,,Site Name 114,18/10/2022 00:29,
Serv-0220,Service Request,Closed,Video,PROCESS VOICE SERVICES,,4,9GF,9/8/2022,John.Doe@domain.com,,Service Request,Open,,Site Name 115,24/08/2022 00:00,
Serv-0221,Service Request,Suspended,Voice,PROCESS VIDEO SERVICES,,3,JD83,10/8/2022,Jane Doe,17/10/2022 12:29,Service Request,Closed,,Site Name 116,17/10/2022 12:29,
Serv-0222,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX76,10/8/2022,Jane.Doe@domain.com,17/10/2022 12:29,Service Request,Closed,,Site Name 115,17/10/2022 12:29,
Serv-0223,Service Request,Suspended,Video,PROCESS VIDEO SERVICES,,,5AD,10/8/2022,Jane Doe,,Service Request,Open,,Site Name 114,18/08/2022 00:00,
Serv-0224,Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,3,5AD,10/8/2022,Jane.Doe@domain.com,18/10/2022 0:29,Service Request,Closed,,,18/10/2022 00:29,
Serv-0225,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX76,11/8/2022,Jane Doe,,Service Request,Open,,,01/09/2022 00:00,
Serv-0226,Service Request,Closed,Video,PROCESS VOICE SERVICES,,3,JD83,11/8/2022,,18/10/2022 17:17,Service Request,Closed,,,18/10/2022 17:17,
Serv-0227,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,2,9GF,11/8/2022,,,Service Request,Open,,0,28/08/2022 00:00,
Serv-0228,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,11/8/2022,Jane.Doe@domain.com,,Service Request,Open,,0,12/08/2022 00:00,
Serv-0229,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,3,ZX2,12/8/2022,Jane Doe,19/10/2022 11:17,Service Request,Closed,,Site Name 115,19/10/2022 11:17,
Serv-0230,Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,3,JD83,12/8/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 116,16/08/2022 00:00,
Serv-0231,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,5AD,12/8/2022,Jane Doe,19/10/2022 17:17,Service Request,Closed,,Site Name 117,19/10/2022 17:17,
Serv-0232,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,ZX2,12/8/2022,,18/10/2022 12:29,Service Request,Closed,,Site Name 116,18/10/2022 12:29,
Serv-0233,Service Request,Suspended,Voice,PROCESS VOICE SERVICES,,4,JD83,13/8/2022,,,Service Request,Open,,Site Name 115,27/08/2022 00:00,
Serv-0234,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX2,13/8/2022,John Doe,19/10/2022 0:29,Service Request,Closed,,,19/10/2022 00:29,
Serv-0235,Service Request,Suspended,Video,PROCESS VOICE SERVICES,,,9GF,13/8/2022,Jane.Doe@domain.com,,Service Request,Open,,,01/09/2022 00:00,
Serv-0236,Service Request,Closed,Voice,PROCESS VOICE SERVICES,,4,JD84,13/8/2022,Jane Doe,18/10/2022 12:29,Service Request,Closed,,,18/10/2022 12:29,
Serv-0263,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,2,ZX77,6/5/2022,John.Doe@domain.com,,Service Request,Open,,0,24/05/2022 00:00,
Serv-0264,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,4,5AD,6/5/2022,Jane Doe,,Service Request,Open,,0,19/05/2022 00:00,
Serv-0265,Service Request,Suspended,Voice,PROCESS VIDEO SERVICES,,3,5AD,6/5/2022,Jane.Doe@domain.com,23/9/2022 11:17,Service Request,Closed,,Site Name 116,23/09/2022 11:17,
Serv-0266,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX77,7/5/2022,Jane Doe,23/9/2022 17:17,Service Request,Closed,,Site Name 117,23/09/2022 17:17,
Serv-0267,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,4,JD84,7/5/2022,Jane.Doe@domain.com,22/9/2022 12:29,Service Request,Closed,,Site Name 118,22/09/2022 12:29,
Serv-0268,Service Request,Closed,Voice,PROCESS VOICE SERVICES,,4,9GF,7/5/2022,Jane Doe,,Service Request,Open,,Site Name 117,23/05/2022 00:00,
Serv-0269,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,7/5/2022,,23/9/2022 0:29,Service Request,Closed,,Site Name 116,23/09/2022 00:29,
Serv-0270,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,3,ZX2,8/5/2022,,,Service Request,Open,,,25/05/2022 00:00,
Serv-0271,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD84,8/5/2022,Jane.Doe@domain.com,22/9/2022 12:29,Service Request,Closed,,,22/09/2022 12:29,
Serv-0272,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,,5AD,8/5/2022,Jane Doe,22/9/2022 12:29,Service Request,Closed,,,22/09/2022 12:29,
Serv-0273,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,ZX2,8/5/2022,Jane.Doe@domain.com,,Service Request,Open,,0,15/05/2022 00:00,
Serv-0274,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD84,9/5/2022,Jane Doe,,Service Request,Open,,0,28/05/2022 00:00,
Serv-0275,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX2,9/5/2022,,23/9/2022 17:17,Service Request,Closed,,Site Name 117,23/09/2022 17:17,
Serv-0276,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,9GF,9/5/2022,,,Service Request,Open,,Site Name 118,24/05/2022 00:00,
Serv-0277,Service Request,Suspended,Voice,PROCESS VOICE SERVICES,,4,JD85,10/5/2022,John Doe,,Service Request,Open,,Site Name 119,26/05/2022 00:00,
Serv-0278,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,4,ZX78,10/5/2022,Jane.Doe@domain.com,24/9/2022 11:17,Service Request,Closed,,Site Name 118,24/09/2022 11:17,
Serv-0279,Service Request,Suspended,Video,PROCESS VIDEO SERVICES,,2,5AD,10/5/2022,Jane Doe,,Service Request,Open,,Site Name 117,11/05/2022 00:00,
